PersonID,FullName,PreferredName,IsPermittedToLogon,LogonName,IsExternalLogonProvider,IsSystemUser,IsEmployee,IsSalesperson,UserPreferences,PhoneNumber,FaxNumber,EmailAddress
1253,Kertu Smirnov,Kertu,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,kertu@tailspintoys.com
1254,Lovro Kulaga,Lovro,1,lovro@tailspintoys.com,0,0,0,0,"{""theme"":""blitzer"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(206) 555-0100,(206) 555-0101,lovro@tailspintoys.com
1255,Jure Grabensek,Jure,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,jure@tailspintoys.com
1256,Chompunut Jetjirawat,Chompunut,1,chompunut@tailspintoys.com,0,0,0,0,"{""theme"":""dark-hive"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(303) 555-0100,(303) 555-0101,chompunut@tailspintoys.com
1257,Javiera Madera,Javiera,0,NO LOGON,0,0,0,0,NULL,(231) 555-0100,(231) 555-0101,javiera@tailspintoys.com
1258,Geetanjali Bagchi,Geetanjali,0,NO LOGON,0,0,0,0,NULL,(231) 555-0100,(231) 555-0101,geetanjali@tailspintoys.com
1259,Aija Mottola,Aija,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,aija@tailspintoys.com
1260,Elli Berg,Elli,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,elli@tailspintoys.com
1261,Darshan Gupta,Darshan,0,NO LOGON,0,0,0,0,NULL,(907) 555-0100,(907) 555-0101,darshan@tailspintoys.com
1262,Prem Reddy,Prem,1,prem@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(907) 555-0100,(907) 555-0101,prem@tailspintoys.com
1263,Akanksha Sarma,Akanksha,1,akanksha@tailspintoys.com,0,0,0,0,"{""theme"":""dark-hive"",""dateFormat"":""DD, MM d, yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(208) 555-0100,(208) 555-0101,akanksha@tailspintoys.com
1264,Edward Alfred,Edward,0,NO LOGON,0,0,0,0,NULL,(208) 555-0100,(208) 555-0101,edward@tailspintoys.com
1265,Aino Kallas,Aino,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,aino@tailspintoys.com
1266,Dhaaruni Vinjamuri,Dhaaruni,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,dhaaruni@tailspintoys.com
1267,An Dung Phung,An Dung,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,an dung@tailspintoys.com
1268,Ioana Ibanescu,Ioana,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,ioana@tailspintoys.com
1269,Gaurav Sikdar,Gaurav,1,gaurav@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(314) 555-0100,(314) 555-0101,gaurav@tailspintoys.com
1270,Christian Berggren,Christian,0,NO LOGON,0,0,0,0,NULL,(314) 555-0100,(314) 555-0101,christian@tailspintoys.com
1271,Anirban Sen,Anirban,0,NO LOGON,0,0,0,0,NULL,(702) 555-0100,(702) 555-0101,anirban@tailspintoys.com
1272,Joel Koivisto,Joel,0,NO LOGON,0,0,0,0,NULL,(702) 555-0100,(702) 555-0101,joel@tailspintoys.com
1273,Chandrakanta Benjaree,Chandrakanta,0,NO LOGON,0,0,0,0,NULL,(385) 555-0100,(385) 555-0101,chandrakanta@tailspintoys.com
1274,Joy Das,Joy,0,NO LOGON,0,0,0,0,NULL,(385) 555-0100,(385) 555-0101,joy@tailspintoys.com
1275,Badari Chadalavada,Badari,0,NO LOGON,0,0,0,0,NULL,(252) 555-0100,(252) 555-0101,badari@tailspintoys.com
1276,Zala Ude,Zala,0,NO LOGON,0,0,0,0,NULL,(252) 555-0100,(252) 555-0101,zala@tailspintoys.com
1277,Gabriele Udinesi,Gabriele,0,NO LOGON,0,0,0,0,NULL,(803) 555-0100,(803) 555-0101,gabriele@tailspintoys.com
1278,Murugan Dewangan,Murugan,0,NO LOGON,0,0,0,0,NULL,(803) 555-0100,(803) 555-0101,murugan@tailspintoys.com
1279,Malay PrabhupÄda,Malay,0,NO LOGON,0,0,0,0,NULL,(316) 555-0100,(316) 555-0101,malay@tailspintoys.com
1280,Nghi Ly,Nghi,0,NO LOGON,0,0,0,0,NULL,(316) 555-0100,(316) 555-0101,nghi@tailspintoys.com
1281,Hedi Koppel,Hedi,0,NO LOGON,0,0,0,0,NULL,(314) 555-0100,(314) 555-0101,hedi@tailspintoys.com
1282,Teodors Klavins,Teodors,0,NO LOGON,0,0,0,0,NULL,(314) 555-0100,(314) 555-0101,teodors@tailspintoys.com
1283,Denisa Ioveanu,Denisa,0,NO LOGON,0,0,0,0,NULL,(907) 555-0100,(907) 555-0101,denisa@tailspintoys.com
1284,Cosmin Nutiu,Cosmin,0,NO LOGON,0,0,0,0,NULL,(907) 555-0100,(907) 555-0101,cosmin@tailspintoys.com
1285,Vaclav Polaskova,Vaclav,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,vaclav@tailspintoys.com
1286,Georg Valbe,Georg,1,georg@tailspintoys.com,0,0,0,0,"{""theme"":""le-frog"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(216) 555-0100,(216) 555-0101,georg@tailspintoys.com
1287,Pramod Nishad,Pramod,1,pramod@tailspintoys.com,0,0,0,0,"{""theme"":""black-tie"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(225) 555-0100,(225) 555-0101,pramod@tailspintoys.com
1288,Avani Aggarwal,Avani,1,avani@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(225) 555-0100,(225) 555-0101,avani@tailspintoys.com
1289,Prasong Tuntayakul,Prasong,1,prasong@tailspintoys.com,0,0,0,0,"{""theme"":""blitzer"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(201) 555-0100,(201) 555-0101,prasong@tailspintoys.com
1290,Mariela Pasek,Mariela,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,mariela@tailspintoys.com
1291,Aija Zvaigzne,Aija,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,aija@tailspintoys.com
1292,Dharanikumaar Sonti,Dharanikumaar,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,dharanikumaar@tailspintoys.com
1293,Gilbert Pelland,Gilbert,0,NO LOGON,0,0,0,0,NULL,(406) 555-0100,(406) 555-0101,gilbert@tailspintoys.com
1294,Ngoc Cao,Ngoc,0,NO LOGON,0,0,0,0,NULL,(406) 555-0100,(406) 555-0101,ngoc@tailspintoys.com
1295,Marcella Napolitani,Marcella,0,NO LOGON,0,0,0,0,NULL,(262) 555-0100,(262) 555-0101,marcella@tailspintoys.com
1296,Pavol Oravec,Pavol,0,NO LOGON,0,0,0,0,NULL,(262) 555-0100,(262) 555-0101,pavol@tailspintoys.com
1297,Femke Hollenberg,Femke,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,femke@tailspintoys.com
1298,Roman Kubat,Roman,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,roman@tailspintoys.com
1299,Brita Jarvi,Brita,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,brita@tailspintoys.com
1300,Lucie Hrdlickova,Lucie,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,lucie@tailspintoys.com
1301,Donato Araujo,Donato,0,NO LOGON,0,0,0,0,NULL,(480) 555-0100,(480) 555-0101,donato@tailspintoys.com
1302,Alaine Berthelette,Alaine,0,NO LOGON,0,0,0,0,NULL,(480) 555-0100,(480) 555-0101,alaine@tailspintoys.com
1303,Aleksander Jarvi,Aleksander,0,NO LOGON,0,0,0,0,NULL,(406) 555-0100,(406) 555-0101,aleksander@tailspintoys.com
1304,Kurt Konecny,Kurt,0,NO LOGON,0,0,0,0,NULL,(406) 555-0100,(406) 555-0101,kurt@tailspintoys.com
1305,Malati Shenoy,Malati,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,malati@tailspintoys.com
1306,Duong Duong,Duong,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,duong@tailspintoys.com
1307,Gui-Hyun Ji,Gui-Hyun,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,gui-hyun@tailspintoys.com
1308,Karl Kangur,Karl,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,karl@tailspintoys.com
1309,Michal Polaskova,Michal,0,NO LOGON,0,0,0,0,NULL,(262) 555-0100,(262) 555-0101,michal@tailspintoys.com
1310,Debendra Chakraborty,Debendra,0,NO LOGON,0,0,0,0,NULL,(262) 555-0100,(262) 555-0101,debendra@tailspintoys.com
1311,Dilara Ayhan,Dilara,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,dilara@tailspintoys.com
1312,Virgiliu Vladu,Virgiliu,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,virgiliu@tailspintoys.com
1313,Peter Macias,Peter,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,peter@tailspintoys.com
1314,Nasrin Fard,Nasrin,1,nasrin@tailspintoys.com,0,0,0,0,"{""theme"":""le-frog"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(205) 555-0100,(205) 555-0101,nasrin@tailspintoys.com
1315,Kurt Lukes,Kurt,0,NO LOGON,0,0,0,0,NULL,(225) 555-0100,(225) 555-0101,kurt@tailspintoys.com
1316,Daman Devulapalli,Daman,0,NO LOGON,0,0,0,0,NULL,(225) 555-0100,(225) 555-0101,daman@tailspintoys.com
1317,Beatrise Bite,Beatrise,0,NO LOGON,0,0,0,0,NULL,(218) 555-0100,(218) 555-0101,beatrise@tailspintoys.com
1318,Hele Semjonov,Hele,1,hele@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(218) 555-0100,(218) 555-0101,hele@tailspintoys.com
1319,Bishwanath Ghosh,Bishwanath,0,NO LOGON,0,0,0,0,NULL,(701) 555-0100,(701) 555-0101,bishwanath@tailspintoys.com
1320,Gasper Jovicevic,Gasper,0,NO LOGON,0,0,0,0,NULL,(701) 555-0100,(701) 555-0101,gasper@tailspintoys.com
1321,Gianguido Lucchesi,Gianguido,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,gianguido@tailspintoys.com
1322,Harihar Chatterjee,Harihar,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,harihar@tailspintoys.com
1323,Nu Bach,Nu,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,nu@tailspintoys.com
1324,Gautama Reddy,Gautama,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,gautama@tailspintoys.com
1325,Ivonna Ene,Ivonna,0,NO LOGON,0,0,0,0,NULL,(702) 555-0100,(702) 555-0101,ivonna@tailspintoys.com
1326,Girish Banerjee,Girish,0,NO LOGON,0,0,0,0,NULL,(702) 555-0100,(702) 555-0101,girish@tailspintoys.com
1327,Ceyhun sahin,Ceyhun,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,ceyhun@tailspintoys.com
1328,Dhir Bhattacharya,Dhir,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,dhir@tailspintoys.com
1329,Tian Peng,Tian,0,NO LOGON,0,0,0,0,NULL,(203) 555-0100,(203) 555-0101,tian@tailspintoys.com
1330,Mariano Costa,Mariano,1,mariano@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(203) 555-0100,(203) 555-0101,mariano@tailspintoys.com
1331,Vlastimil Bohuslav,Vlastimil,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,vlastimil@tailspintoys.com
1332,Beau  Boule,"Beau ",0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,beau @tailspintoys.com
1333,Nejc Vosnik,Nejc,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,nejc@tailspintoys.com
1334,Amalendu Veturi,Amalendu,1,amalendu@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(210) 555-0100,(210) 555-0101,amalendu@tailspintoys.com
1335,Anindo Mazumdar,Anindo,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,anindo@tailspintoys.com
1336,Tarja Saikkonen,Tarja,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,tarja@tailspintoys.com
1337,Nils Balodis,Nils,0,NO LOGON,0,0,0,0,NULL,(307) 555-0100,(307) 555-0101,nils@tailspintoys.com
1338,Bernadette    Potvin,"Bernadette   ",0,NO LOGON,0,0,0,0,NULL,(307) 555-0100,(307) 555-0101,bernadette   @tailspintoys.com
1339,Daniella Barbosa,Daniella,1,daniella@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(212) 555-0100,(212) 555-0101,daniella@tailspintoys.com
1340,Nancy Hansson,Nancy,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,nancy@tailspintoys.com
1341,Raymond Levesque,Raymond,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,raymond@tailspintoys.com
1342,Linda Fisher,Linda,0,NO LOGON,0,0,0,0,NULL,(201) 555-0100,(201) 555-0101,linda@tailspintoys.com
1343,Raymond Desforges,Raymond,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,raymond@tailspintoys.com
1344,Stern Neumann,Stern,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,stern@tailspintoys.com
1345,Raju Atluri,Raju,0,NO LOGON,0,0,0,0,NULL,(212) 555-0100,(212) 555-0101,raju@tailspintoys.com
1346,Cezar Preda,Cezar,1,cezar@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(212) 555-0100,(212) 555-0101,cezar@tailspintoys.com
1347,Matyas Bohuslav,Matyas,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,matyas@tailspintoys.com
1348,Ambaajeeraav Ghattamaneni,Ambaajeeraav,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,ambaajeeraav@tailspintoys.com
1349,Julio Correa,Julio,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,julio@tailspintoys.com
1350,Hamsapriya Nandamuri,Hamsapriya,1,hamsapriya@tailspintoys.com,0,0,0,0,"{""theme"":""black-tie"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(505) 555-0100,(505) 555-0101,hamsapriya@tailspintoys.com
1351,Banshari De,Banshari,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,banshari@tailspintoys.com
1352,Sudhir Yadav,Sudhir,1,sudhir@tailspintoys.com,0,0,0,0,"{""theme"":""blitzer"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(206) 555-0100,(206) 555-0101,sudhir@tailspintoys.com
1353,Ngai Lam,Ngai,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,ngai@tailspintoys.com
1354,Camille Hetu,Camille,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,camille@tailspintoys.com
1355,Hyun-Doo Song,Hyun-Doo,0,NO LOGON,0,0,0,0,NULL,(262) 555-0100,(262) 555-0101,hyun-doo@tailspintoys.com
1356,BahadÄ±r Korkmaz,BahadÄ±r,0,NO LOGON,0,0,0,0,NULL,(262) 555-0100,(262) 555-0101,bahadä±r@tailspintoys.com
1357,Gabriela Srbova,Gabriela,0,NO LOGON,0,0,0,0,NULL,(319) 555-0100,(319) 555-0101,gabriela@tailspintoys.com
1358,Priya kaushal,Priya,1,priya@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(319) 555-0100,(319) 555-0101,priya@tailspintoys.com
1359,Serkan senturk,Serkan,0,NO LOGON,0,0,0,0,NULL,(702) 555-0100,(702) 555-0101,serkan@tailspintoys.com
1360,Fatemeh Javan,Fatemeh,0,NO LOGON,0,0,0,0,NULL,(702) 555-0100,(702) 555-0101,fatemeh@tailspintoys.com
1361,Aahlada Thota,Aahlada,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,aahlada@tailspintoys.com
1362,Marten Keskkula,Marten,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,marten@tailspintoys.com
1363,Ayberk sahin,Ayberk,0,NO LOGON,0,0,0,0,NULL,(308) 555-0100,(308) 555-0101,ayberk@tailspintoys.com
1364,Magda Ciora,Magda,1,magda@tailspintoys.com,0,0,0,0,"{""theme"":""black-tie"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(308) 555-0100,(308) 555-0101,magda@tailspintoys.com
1365,Kaan Tekin,Kaan,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,kaan@tailspintoys.com
1366,Harshini Kommineni,Harshini,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,harshini@tailspintoys.com
1367,Lata Khandke,Lata,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,lata@tailspintoys.com
1368,Emil Nutiu,Emil,0,NO LOGON,0,0,0,0,NULL,(216) 555-0100,(216) 555-0101,emil@tailspintoys.com
1369,Truman Eder,Truman,0,NO LOGON,0,0,0,0,NULL,(225) 555-0100,(225) 555-0101,truman@tailspintoys.com
1370,Lale Javan,Lale,0,NO LOGON,0,0,0,0,NULL,(225) 555-0100,(225) 555-0101,lale@tailspintoys.com
1371,Lorraine Paulet,Lorraine,0,NO LOGON,0,0,0,0,NULL,(458) 555-0100,(458) 555-0101,lorraine@tailspintoys.com
1372,Yusuf Johansson,Yusuf,0,NO LOGON,0,0,0,0,NULL,(458) 555-0100,(458) 555-0101,yusuf@tailspintoys.com
1373,Biplab De,Biplab,0,NO LOGON,0,0,0,0,NULL,(231) 555-0100,(231) 555-0101,biplab@tailspintoys.com
1374,Dhanishta Kidambi,Dhanishta,1,dhanishta@tailspintoys.com,0,0,0,0,"{""theme"":""humanity"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(231) 555-0100,(231) 555-0101,dhanishta@tailspintoys.com
1375,Rachelle Brasseur,Rachelle,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,rachelle@tailspintoys.com
1376,Bholanath Das,Bholanath,1,bholanath@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(210) 555-0100,(210) 555-0101,bholanath@tailspintoys.com
1377,Sara Charlton,Sara,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,sara@tailspintoys.com
1378,Libor safranek,Libor,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,libor@tailspintoys.com
1379,Ramesh Mukherjee,Ramesh,0,NO LOGON,0,0,0,0,NULL,(217) 555-0100,(217) 555-0101,ramesh@tailspintoys.com
1380,Byung-Hyun Gwak,Byung-Hyun,1,byung-hyun@tailspintoys.com,0,0,0,0,"{""theme"":""blitzer"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(217) 555-0100,(217) 555-0101,byung-hyun@tailspintoys.com
1381,Ester Ahmadian,Ester,0,NO LOGON,0,0,0,0,NULL,(229) 555-0100,(229) 555-0101,ester@tailspintoys.com
1382,Kanika Mazumdar,Kanika,0,NO LOGON,0,0,0,0,NULL,(229) 555-0100,(229) 555-0101,kanika@tailspintoys.com
1383,Daniel Magnusson,Daniel,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,daniel@tailspintoys.com
1384,Cemal Dogan,Cemal,0,NO LOGON,0,0,0,0,NULL,(505) 555-0100,(505) 555-0101,cemal@tailspintoys.com
1385,Jack Carpenter,Jack,0,NO LOGON,0,0,0,0,NULL,(270) 555-0100,(270) 555-0101,jack@tailspintoys.com
1386,Am Lieu,Am,0,NO LOGON,0,0,0,0,NULL,(270) 555-0100,(270) 555-0101,am@tailspintoys.com
1387,Thomas Fischer,Thomas,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,thomas@tailspintoys.com
1388,Neil Logan,Neil,0,NO LOGON,0,0,0,0,NULL,(239) 555-0100,(239) 555-0101,neil@tailspintoys.com
1389,Viollette Monty,Viollette,0,NO LOGON,0,0,0,0,NULL,(803) 555-0100,(803) 555-0101,viollette@tailspintoys.com
1390,Gita Dutta,Gita,1,gita@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(803) 555-0100,(803) 555-0101,gita@tailspintoys.com
1391,Alinne Cardoso,Alinne,0,NO LOGON,0,0,0,0,NULL,(308) 555-0100,(308) 555-0101,alinne@tailspintoys.com
1392,Uma Pandit,Uma,0,NO LOGON,0,0,0,0,NULL,(308) 555-0100,(308) 555-0101,uma@tailspintoys.com
1393,Mani Poddar,Mani,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,mani@tailspintoys.com
1394,Rama Mukaddam,Rama,0,NO LOGON,0,0,0,0,NULL,(209) 555-0100,(209) 555-0101,rama@tailspintoys.com
1395,Deakshitulu Mokkapati,Deakshitulu,0,NO LOGON,0,0,0,0,NULL,(314) 555-0100,(314) 555-0101,deakshitulu@tailspintoys.com
1396,Tereza PinÄakova,Tereza,0,NO LOGON,0,0,0,0,NULL,(314) 555-0100,(314) 555-0101,tereza@tailspintoys.com
1397,Cezar Pavel,Cezar,1,cezar@tailspintoys.com,0,0,0,0,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(303) 555-0100,(303) 555-0101,cezar@tailspintoys.com
1398,Bahaar Yekta,Bahaar,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,bahaar@tailspintoys.com
1399,Fanni Benko,Fanni,0,NO LOGON,0,0,0,0,NULL,(385) 555-0100,(385) 555-0101,fanni@tailspintoys.com
1400,Amar Dutta,Amar,0,NO LOGON,0,0,0,0,NULL,(385) 555-0100,(385) 555-0101,amar@tailspintoys.com
1401,Brenda Morgan,Brenda,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,brenda@tailspintoys.com
1402,Kamal Nakhtare,Kamal,0,NO LOGON,0,0,0,0,NULL,(206) 555-0100,(206) 555-0101,kamal@tailspintoys.com
2001,Olga Alexandrova,Olga,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,olga@wingtiptoys.com
2002,Bibi Javan,Bibi,0,NO LOGON,0,0,0,0,NULL,(303) 555-0100,(303) 555-0101,bibi@wingtiptoys.com
2003,Maris Baltins,Maris,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,maris@wingtiptoys.com
2004,Taneli Hahl,Taneli,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,taneli@wingtiptoys.com
2005,Parsa Reuser,Parsa,0,NO LOGON,0,0,0,0,NULL,(480) 555-0100,(480) 555-0101,parsa@wingtiptoys.com
2006,Da-eun Kwak,Da-eun,0,NO LOGON,0,0,0,0,NULL,(480) 555-0100,(480) 555-0101,da-eun@wingtiptoys.com
2007,Duleep Srivastava,Duleep,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,duleep@wingtiptoys.com
2008,Kurt Balog,Kurt,0,NO LOGON,0,0,0,0,NULL,(215) 555-0100,(215) 555-0101,kurt@wingtiptoys.com
2009,Miran Nikolic,Miran,0,NO LOGON,0,0,0,0,NULL,(217) 555-0100,(217) 555-0101,miran@wingtiptoys.com
2010,Indra Mudaliyar,Indra,0,NO LOGON,0,0,0,0,NULL,(217) 555-0100,(217) 555-0101,indra@wingtiptoys.com
2011,Calin Bojin,Calin,0,NO LOGON,0,0,0,0,NULL,(205) 555-0100,(205) 555-0101,calin@wingtiptoys.com
2012,Maxime Westerink,Maxime,1,maxime@wingtiptoys.com,0,0,0,0,"{""theme"":""dark-hive"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(205) 555-0100,(205) 555-0101,maxime@wingtiptoys.com
2013,Lang Le,Lang,0,NO LOGON,0,0,0,0,NULL,(225) 555-0100,(225) 555-0101,lang@wingtiptoys.com
2014,Bozena Divisova,Bozena,0,NO LOGON,0,0,0,0,NULL,(225) 555-0100,(225) 555-0101,bozena@wingtiptoys.com
2015,Bhaagyalakshmi Muppavarapu,Bhaagyalakshmi,0,NO LOGON,0,0,0,0,NULL,(210) 555-0100,(210) 555-0101,bhaagyalakshmi@wingtiptoys.com
